Date,Project,Account,Detail,Amount
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,614229
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,185
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,41953
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Salida de mercancías,1323235
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1386556
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2310968
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,655928
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,700
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6100
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5162
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,14782
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,48000
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6900
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,90300
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6153
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,907
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,543
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1550
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3628
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5190
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2721
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,151360
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,130720
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,982
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,115000
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4100
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2124
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6128
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,731
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2200
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1760
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4535
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,544
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,765
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5800
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15613
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1191
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,16779
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7120
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,75075
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,47775
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,381500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,907
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6900
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1388
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5867
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12950
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,69863
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1720
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3071
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,8700
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1600
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4100
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,99384
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4640
2019-01-13,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2103
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1600
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,22253
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,21787
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,8834
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,27090
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10380
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12825
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7426
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2644
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7500
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,115182
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,34933
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2248
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2388
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2100
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,982
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5748
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,700
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,36147
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18350
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,129000
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,41953
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3900
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,68034
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,31160
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2207
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,731
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2207
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,34819
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,29047
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18546
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,13575
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,103440
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2723
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,21280
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18350
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3976
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,34819
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1390
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,59759
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,679
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4663
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,57487
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,63706
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1669
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,14559
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,21795
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,16000
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5163
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-860798-SOCIEDAD PETREOS S.A.,1526050
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-861040-SOCIEDAD PETREOS S.A.,1073004
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-861411-SOCIEDAD PETREOS S.A.,929937
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-861412-SOCIEDAD PETREOS S.A.,834558
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-861931-SOCIEDAD PETREOS S.A.,2146013
2019-01-14,Ñuñoa,Materias Primas de Obras en Ejecución,FE-414733-CARLOS HERRERA ARREDONDO LTDA,101199
2019-01-14,Ñuñoa,Insumos Administración,FE-5339-HECTOR URBINA PAREDES,13780
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,30247
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Dieciocho Consumo,15613
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3767
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2248
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,103474
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,59759
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10200
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1412
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,38077
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4150
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2207
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,907
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11649
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,71100
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2200
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1321
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,125550
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18350
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2124
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,765
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,59759
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,700
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,935687
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,469031
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1347795
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,942868
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,585080
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,318250
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,154800
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1964
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1416
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1412
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1814
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3377
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5100
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12507
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1559
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6100
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-15,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,10239
2019-01-16,Ñuñoa,Materias Primas de Obras en Ejecución,FE-95427829-SODIMAC S.A.,71429
2019-01-16,Ñuñoa,Materias Primas de Obras en Ejecución,FE-10374-FERRETERIA NORIEGA LLAVINA LIMITADA,79200
2019-01-16,Ñuñoa,Materias Primas de Obras en Ejecución,FE-14-MARCO A. CAMPOS LETELIER,1840000
2019-01-16,Ñuñoa,Materias Primas de Obras en Ejecución,CAJA CHICA Ñuñoa II,288822
2019-01-16,Ñuñoa,Subcontratos,FE-147-RAMON F. ARRIAGADA CARRASCO CONTRATISTA EN,1015069
2019-01-16,Ñuñoa,Subcontratos,FE-276-MIGUEL ANGEL RAMOS VELASQUEZ,720000
2019-01-16,Ñuñoa,Subcontratos,FE-1496-EMPRESA CONSTRUCTORA MATUS DE LA PARRA E H,1950150
2019-01-16,Ñuñoa,Subcontratos,FE-15-MARCO A. CAMPOS LETELIER,2008317
2019-01-16,Ñuñoa,Subcontratos,FE-141-OSWALDO A. RAMIREZ VALVERDE,3435189
2019-01-16,Ñuñoa,Subcontratos,FE-275-MIGUEL ANGEL RAMOS VELASQUEZ,3025001
2019-01-16,Ñuñoa,Subcontratos,FE-170-CONSTRUCTORA M & A SPA,6419538
2019-01-16,Ñuñoa,Subcontratos,FE-876-GUILLERMO E. TORRES CANALES CONTRATISTA E.I,793221
2019-01-16,Ñuñoa,Subcontratos,FE-1496-EMPRESA CONSTRUCTORA MATUS DE LA PARRA E H,1928511
2019-01-16,Ñuñoa,Subcontratos,FE-6306-SERVICIOS PINGON CHILE LTDA.,8560261
2019-01-16,Ñuñoa,Subcontratos,FE-1496-EMPRESA CONSTRUCTORA MATUS DE LA PARRA E H,3267674
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6926
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12219
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4809
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,14934
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1600
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2718
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,543
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,172000
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2733
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4135
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11135
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,38000
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,13731
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5800
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3026
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5069
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,17581
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,76000
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,160419
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,160419
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3683
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5867
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1909
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4060
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,140535
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,12200
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,819
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1814
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,5312
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1909
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,907
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,73373
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,172400
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,220400
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,146430
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18998
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,500
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7921
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,7400
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,868
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,8409
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2259
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,59860
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18350
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4663
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1964
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,18503
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,4590
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,11649
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2251
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,648
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,15613
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,2958
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,6900
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1000
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,378268
2019-01-17,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,172000
2019-01-17,Ñuñoa,Subcontratos,FE-6381-SERVICIOS PINGON CHILE LTDA.,8590544
2019-01-17,Ñuñoa,Diferencia de Precio,FE-971809-YOLITO BALART HERMANOS LTDA,2
2019-01-18,Ñuñoa,Materias Primas de Obras en Ejecución,FE-863784-SOCIEDAD PETREOS S.A.,762880
2019-01-18,Ñuñoa,Materias Primas de Obras en Ejecución,CAJA CHICA Ñuñoa II,269370
2019-01-18,Ñuñoa,Materias Primas de Obras en Ejecución,CAJA CHICA SUPERV PREV DE RIESGOS,26880
2019-01-21,Ñuñoa,Materias Primas de Obras en Ejecución,SOCIEDAD PETREOS S.A. F. 851672 UF,-4000
2019-01-21,Ñuñoa,Gastos por Arriendos Operacionales,FE-3464-IGMA RESIDUOS LTDA,66666
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,FE-720-JULIO IBAZETA Y COMPAÑIA LTDA,175900
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,FE-864336-SOCIEDAD PETREOS S.A.,1215738
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1950
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,3480
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,269
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1467
2019-01-22,Ñuñoa,Materias Primas de Obras en Ejecución,Edificio Ñuñoa II,1789
